id,creature_id,name,text,sort_order,kind
168,20,Poison Breath {@recharge 5},"The dragon exhales poisonous gas in a 90-foot cone. Each creature in that area must make a DC 22 Constitution saving throw, taking 77 (22d6) poison damage on a failed save, or half as much damage on a successful one.",5,action
169,20,Detect,The dragon makes a Wisdom (Perception) check.,0,legendary
170,20,Tail Attack,The dragon makes a tail attack.,1,legendary
171,20,Wing Attack (Costs 2 Actions),The dragon beats its wings. Each creature within 15 feet of the dragon must succeed on a DC 23 Dexterity saving throw or take 15 (2d6 + 8) bludgeoning damage and be knocked prone. The dragon can then fly up to half its flying speed.,2,legendary
172,21,Multiattack,The dragon can use its Frightful Presence. It then makes three attacks: one with its bite and two with its claws.,0,action
173,21,Bite,"Melee Weapon Attack: +17 to hit, reach 15 ft., one target. 21 (2d10 + 10) piercing damage plus 14 (4d6) fire damage.",1,action
174,21,Claw,"Melee Weapon Attack: +17 to hit, reach 10 ft., one target. 17 (2d6 + 10) slashing damage.",2,action
175,21,Tail,"Melee Weapon Attack: +17 to hit, reach 20 ft., one target. 19 (2d8 + 10) bludgeoning damage.",3,action
176,21,Frightful Presence,"Each creature of the dragon's choice that is within 120 feet of the dragon and aware of it must succeed on a DC 21 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the dragon's Frightful Presence for the next 24 hours.",4,action
177,21,Fire Breath {@recharge 5},"The dragon exhales fire in a 90-foot cone. Each creature in that area must make a DC 24 Dexterity saving throw, taking 91 (26d6) fire damage on a failed save, or half as much damage on a successful one.",5,action
178,21,Detect,The dragon makes a Wisdom (Perception) check.,0,legendary
179,21,Tail Attack,The dragon makes a tail attack.,1,legendary
180,21,Wing Attack (Costs 2 Actions),The dragon beats its wings. Each creature within 15 feet of the dragon must succeed on a DC 25 Dexterity saving throw or take 17 (2d6 + 10) bludgeoning damage and be knocked prone. The dragon can then fly up to half its flying speed.,2,legendary
181,22,Multiattack,The dragon can use its Frightful Presence. It then makes three attacks: one with its bite and two with its claws.,0,action
182,22,Bite,"Melee Weapon Attack: +17 to hit, reach 15 ft., one target. 21 (2d10 + 10) piercing damage.",1,action
183,22,Claw,"Melee Weapon Attack: +17 to hit, reach 10 ft., one target. 17 (2d6 + 10) slashing damage.",2,action
184,22,Tail,"Melee Weapon Attack: +17 to hit, reach 20 ft., one target. 19 (2d8 + 10) bludgeoning damage.",3,action
185,22,Frightful Presence,"Each creature of the dragon's choice that is within 120 feet of the dragon and aware of it must succeed on a DC 21 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the dragon's Frightful Presence for the next 24 hours.",4,action
186,22,Breath Weapons {@recharge 5},"The dragon uses one of the following breath weapons.
- Cold Breath: 
- Paralyzing Breath: ",5,action
187,22,Change Shape,"The dragon magically polymorphs into a humanoid or beast that has a challenge rating no higher than its own, or back into its true form. It reverts to its true form if it dies. Any equipment it is wearing or carrying is absorbed or borne by the new form (the dragon's choice).
In a new form, the dragon retains its alignment, hit points, Hit Dice, ability to speak, proficiencies, Legendary Resistance, lair actions, and Intelligence, Wisdom, and Charisma scores, as well as this action. Its statistics and capabilities are otherwise replaced by those of the new form, except any class features or legendary actions of that form.",6,action
188,22,Detect,The dragon makes a Wisdom (Perception) check.,0,legendary
189,22,Tail Attack,The dragon makes a tail attack.,1,legendary
190,22,Wing Attack (Costs 2 Actions),The dragon beats its wings. Each creature within 15 feet of the dragon must succeed on a DC 25 Dexterity saving throw or take 17 (2d6 + 10) bludgeoning damage and be knocked prone. The dragon can then fly up to half its flying speed.,2,legendary
191,23,Multiattack,The dragon can use its Frightful Presence. It then makes three attacks: one with its bite and two with its claws.,0,action
192,23,Bite,"Melee Weapon Attack: +14 to hit, reach 15 ft., one target. 19 (2d10 + 8) piercing damage plus 9 (2d8) cold damage.",1,action
193,23,Claw,"Melee Weapon Attack: +14 to hit, reach 10 ft., one target. 15 (2d6 + 8) slashing damage.",2,action
194,23,Tail,"Melee Weapon Attack: +14 to hit, reach 20 ft., one target. 17 (2d8 + 8) bludgeoning damage.",3,action
195,23,Frightful Presence,"Each creature of the dragon's choice that is within 120 feet of the dragon and aware of it must succeed on a DC 16 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the dragon's Frightful Presence for the next 24 hours.",4,action
196,23,Cold Breath {@recharge 5},"The dragon exhales an icy blast in a 90-foot cone. Each creature in that area must make a DC 22 Constitution saving throw, taking 72 (16d8) cold damage on a failed save, or half as much damage on a successful one.",5,action
197,23,Detect,The dragon makes a Wisdom (Perception) check.,0,legendary
198,23,Tail Attack,The dragon makes a tail attack.,1,legendary
199,23,Wing Attack (Costs 2 Actions),The dragon beats its wings. Each creature within 15 feet of the dragon must succeed on a DC 22 Dexterity saving throw or take 15 (2d6 + 8) bludgeoning damage and be knocked prone. The dragon can then fly up to half its flying speed.,2,legendary
200,24,Multiattack,The sphinx makes two claw attacks.,0,action
201,24,Claw,"Melee Weapon Attack: +12 to hit, reach 5 ft., one target. 17 (2d10 + 6) slashing damage.",1,action
202,24,Roar (3/Day),"The sphinx emits a magical roar. Each time it roars before finishing a long rest, the roar is louder and the effect is different, as detailed below. Each creature within 500 feet of the sphinx and able to hear the roar must make a saving throw.
- First Roar: 
- Second Roar: 
- Third Roar: ",2,action
203,24,Claw Attack,The sphinx makes one claw attack.,0,legendary
204,24,Teleport (Costs 2 Actions),"The sphinx magically teleports, along with any equipment it is wearing or carrying, up to 120 feet to an unoccupied space it can see.",1,legendary
205,24,Cast a Spell (Costs 3 Actions),"The sphinx casts a spell from its list of prepared spells, using a spell slot as normal.",2,legendary
206,25,Multiattack,The armor makes two melee attacks.,0,action
207,25,Slam,"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. 5 (1d6 + 2) bludgeoning damage.",1,action
208,26,Bite,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. 10 (2d6 + 3) slashing damage plus 3 (1d6) acid damage. If the target is a Large or smaller creature, it is grappled (escape DC 13). Until this grapple ends, the ankheg can bite only the grappled creature and has advantage on attack rolls to do so.",0,action
209,26,Acid Spray {@recharge},"The ankheg spits acid in a line that is 30 feet long and 5 feet wide, provided that it has no creature grappled. Each creature in that line must make a DC 13 Dexterity saving throw, taking 10 (3d6) acid damage on a failed save, or half as much damage on a successful one.",1,action
210,27,Multiattack,The ape makes two fist attacks.,0,action
211,27,Fist,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. 6 (1d6 + 3) bludgeoning damage.",1,action
212,27,Rock,"Ranged Weapon Attack: +5 to hit, range 25/50 ft., one target. 6 (1d6 + 3) bludgeoning damage.",2,action
213,28,Dagger,"Melee or Ranged Weapon Attack: +6 to hit, reach 5 ft. or range 20/60 ft., one target. 4 (1d4 + 2) piercing damage.",0,action
214,29,Multiattack,The assassin makes two shortsword attacks.,0,action
215,29,Shortsword,"Melee Weapon Attack: +6 to hit, reach 5 ft., one target. 6 (1d6 + 3) piercing damage, and the target must make a DC 15 Constitution saving throw, taking 24 (7d6) poison damage on a failed save, or half as much damage on a successful one.",1,action
216,29,Light Crossbow,"Ranged Weapon Attack: +6 to hit, range 80/320 ft., one target. 7 (1d8 + 3) piercing damage, and the target must make a DC 15 Constitution saving throw, taking 24 (7d6) poison damage on a failed save, or half as much damage on a successful one.",2,action
217,30,Rake,"Melee Weapon Attack: +1 to hit, reach 5 ft., one target. 1 (1d4 - 1) slashing damage.",0,action
218,31,Slam,"Melee Weapon Attack: +6 to hit, reach 10 ft., one target. 14 (3d6 + 4) bludgeoning damage.",0,action
219,32,Beak,"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. 6 (1d8 + 2) slashing damage.",0,action
220,33,Warhammer,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. 7 (1d8 + 3) bludgeoning damage, or 8 (1d10 + 3) bludgeoning damage if used with two hands to make a melee attack, plus 3 (1d6) fire damage.",0,action
221,34,Bite,"Melee Weapon Attack: +1 to hit, reach 5 ft., one target. 1 (1d4 - 1) piercing damage.",0,action
222,35,Bite,"Melee Weapon Attack: +2 to hit, reach 5 ft., one target. 1 piercing damage.",0,action
223,36,Multiattack,The balor makes two attacks: one with its longsword and one with its whip.,0,action
224,36,Longsword,"Melee Weapon Attack: +14 to hit, reach 10 ft., one target. 21 (3d8 + 8) slashing damage plus 13 (3d8) lightning damage. If the balor scores a critical hit, it rolls damage dice three times, instead of twice.",1,action
225,36,Whip,"Melee Weapon Attack: +14 to hit, reach 30 ft., one target. 15 (2d6 + 8) slashing damage plus 10 (3d6) fire damage, and the target must succeed on a DC 20 Strength saving throw or be pulled up to 25 feet toward the balor.",2,action
226,36,Teleport,"The balor magically teleports, along with any equipment it is wearing or carrying, up to 120 feet to an unoccupied space it can see.",3,action
227,37,Scimitar,"Melee Weapon Attack: +3 to hit, reach 5 ft., one target. 4 (1d6 + 1) slashing damage.",0,action
228,37,Light Crossbow,"Ranged Weapon Attack: +3 to hit, range 80/320 ft., one target. 5 (1d8 + 1) piercing damage.",1,action
229,38,Multiattack,The captain makes three melee attacks: two with its scimitar and one with its dagger. Or the captain makes two ranged attacks with its daggers.,0,action
230,38,Scimitar,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. 6 (1d6 + 3) slashing damage.",1,action
231,38,Dagger,"Melee or Ranged Weapon Attack: +5 to hit, reach 5 ft. or range 20/60 ft., one target. 5 (1d4 + 3) piercing damage.",2,action
232,38,Parry,"The captain adds 2 to its AC against one melee attack that would hit it. To do so, the captain must see the attacker and be wielding a melee weapon.",0,reaction
233,39,Multiattack,"The devil makes three melee attacks: one with its tail and two with its claws. Alternatively, it can use Hurl Flame twice.",0,action
234,39,Claw,"Melee Weapon Attack: +6 to hit, reach 5 ft., one target. 6 (1d6 + 3) piercing damage.",1,action
235,39,Tail,"Melee Weapon Attack: +6 to hit, reach 5 ft., one target. 10 (2d6 + 3) piercing damage.",2,action
236,39,Hurl Flame,"Ranged Spell Attack: +5 to hit, range 150 ft., one target. 10 (3d6) fire damage. If the target is a flammable object that isn't being worn or carried, it also catches fire.",3,action
237,40,Bite,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. 10 (2d6 + 3) piercing damage plus 7 (2d6) poison damage.",0,action
238,41,Bite,"Melee Weapon Attack: +0 to hit, reach 5 ft., one creature. 1 piercing damage.",0,action
239,42,Multiattack,The devil makes two attacks: one with its beard and one with its glaive.,0,action
240,42,Beard,"Melee Weapon Attack: +5 to hit, reach 5 ft., one creature. 6 (1d8 + 2) piercing damage, and the target must succeed on a DC 12 Constitution saving throw or be poisoned for 1 minute. While poisoned in this way, the target can't regain hit points. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.",1,action
241,42,Glaive,"Melee Weapon Attack: +5 to hit, reach 10 ft., one target. 8 (1d10 + 3) slashing damage. If the target is a creature other than an undead or a construct, it must succeed on a DC 12 Constitution saving throw or lose 5 (1d10) hit points at the start of each of its turns due to an infernal wound. Each time the devil hits the wounded target with this attack, the damage dealt by the wound increases by 5 (1d10). Any creature can take an action to stanch the wound with a successful DC 12 Wisdom (Medicine) check. The wound also closes if the target receives magical healing.",2,action
242,43,Multiattack,The behir makes two attacks: one with its bite and one to constrict.,0,action
243,43,Bite,"Melee Weapon Attack: +10 to hit, reach 10 ft., one target. 22 (3d10 + 6) piercing damage.",1,action
244,43,Constrict,"Melee Weapon Attack: +10 to hit, reach 5 ft., one Large or smaller creature. 17 (2d10 + 6) bludgeoning damage plus 17 (2d10 + 6) slashing damage. The target is grappled (escape DC 16) if the behir isn't already constricting a creature, and the target is restrained until this grapple ends.",2,action
245,43,Lightning Breath {@recharge 5},"The behir exhales a line of lightning that is 20 feet long and 5 feet wide. Each creature in that line must make a DC 16 Dexterity saving throw, taking 66 (12d10) lightning damage on a failed save, or half as much damage on a successful one.",3,action
246,43,Swallow,"The behir makes one bite attack against a Medium or smaller target it is grappling. If the attack hits, the target is also swallowed, and the grapple ends. While swallowed, the target is blinded and restrained, it has total cover against attacks and other effects outside the behir, and it takes 21 (6d6) acid damage at the start of each of the behir's turns. A behir can have only one creature swallowed at a time.
If the behir takes 30 damage or more on a single turn from the swallowed creature, the behir must succeed on a DC 14 Constitution saving throw at the end of that turn or regurgitate the creature, which falls prone in a space within 10 feet of the behir. If the behir dies, a swallowed creature is no longer restrained by it and can escape from the corpse by using 15 feet of movement, exiting prone.",4,action
247,44,Greataxe,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. 9 (1d12 + 3) slashing damage.",0,action
248,45,Multiattack,The bear makes two attacks: one with its bite and one with its claws.,0,action
249,45,Bite,"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. 5 (1d6 + 2) piercing damage.",1,action
250,45,Claws,"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. 7 (2d4 + 2) slashing damage.",2,action
251,46,Bite,"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. 7 (1d10 + 2) piercing damage plus 2 (1d4) acid damage.",0,action
252,46,Acid Breath {@recharge 5},"The dragon exhales acid in a 15-foot line that is 5 feet wide. Each creature in that line must make a DC 11 Dexterity saving throw, taking 22 (5d8) acid damage on a failed save, or half as much damage on a successful one.",1,action
253,47,Pseudopod,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. 6 (1d6 + 3) bludgeoning damage plus 18 (4d8) acid damage. In addition, nonmagical armor worn by the target is partly dissolved and takes a permanent and cumulative −1 penalty to the AC it offers. The armor is destroyed if the penalty reduces its AC to 10.",0,action
254,47,Split,"When a pudding that is Medium or larger is subjected to lightning or slashing damage, it splits into two new puddings if it has at least 10 hit points. Each new pudding has hit points equal to half the original pudding's, rounded down. New puddings are one size smaller than the original pudding.",0,reaction
255,48,Bite,"Melee Weapon Attack: +3 to hit, reach 5 ft., one target. 4 (1d6 + 1) piercing damage.",0,action
256,48,Teleport {@recharge 4},"The dog magically teleports, along with any equipment it is wearing or carrying, up to 40 feet to an unoccupied space it can see. Before or after teleporting, the dog can make one bite attack.",1,action
257,49,Beak,"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. 4 (1d4 + 2) piercing damage.",0,action
258,50,Bite,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. 8 (1d10 + 3) piercing damage plus 3 (1d6) lightning damage.",0,action
259,50,Lightning Breath {@recharge 5},"The dragon exhales lightning in a 30-foot line that is 5 feet wide. Each creature in that line must make a DC 12 Dexterity saving throw, taking 22 (4d10) lightning damage on a failed save, or half as much damage on a successful one.",1,action
260,51,Tusk,"Melee Weapon Attack: +3 to hit, reach 5 ft., one target. 4 (1d6 + 1) slashing damage.",0,action
261,52,Multiattack,The devil makes three attacks: two with its claws and one with its sting.,0,action
262,52,Claw,"Melee Weapon Attack: +8 to hit, reach 10 ft., one target. 8 (1d8 + 4) slashing damage.",1,action
263,52,Sting,"Melee Weapon Attack: +8 to hit, reach 10 ft., one target. 13 (2d8 + 4) piercing damage plus 17 (5d6) poison damage, and the target must succeed on a DC 14 Constitution saving throw or become poisoned for 1 minute. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.",2,action
264,53,Bite,"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. 7 (1d10 + 2) piercing damage.",0,action
265,53,Breath Weapons {@recharge 5},"The dragon uses one of the following breath weapons.
- Fire Breath: 
- Sleep Breath: ",1,action
266,54,Bite,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. 8 (1d10 + 3) piercing damage.",0,action
267,54,Breath Weapons {@recharge 5},"The dragon uses one of the following breath weapons.
- Lightning Breath: 
- Repulsion Breath: ",1,action
268,55,Multiattack,The bear makes two attacks: one with its bite and one with its claws.,0,action
269,55,Bite,"Melee Weapon Attack: +6 to hit, reach 5 ft., one target. 8 (1d8 + 4) piercing damage.",1,action
270,55,Claws,"Melee Weapon Attack: +6 to hit, reach 5 ft., one target. 11 (2d6 + 4) slashing damage.",2,action
271,56,Morningstar,"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. 11 (2d8 + 2) piercing damage.",0,action
272,56,Javelin,"Melee or Ranged Weapon Attack: +4 to hit, reach 5 ft. or range 30/120 ft., one target. 9 (2d6 + 2) piercing damage in melee or 5 (1d6 + 2) piercing damage at range.",1,action
273,57,Bite,"Melee Weapon Attack: +7 to hit, reach 5 ft., one target. 30 (4d12 + 4) piercing damage.",0,action
274,57,Deadly Leap,"If the bulette jumps at least 15 feet as part of its movement, it can then use this action to land on its feet in a space that contains one or more other creatures. Each of those creatures must succeed on a DC 16 Strength or Dexterity saving throw (target's choice) or be knocked prone and take 14 (3d6 + 4) bludgeoning damage plus 14 (3d6 + 4) slashing damage. On a successful save, the creature takes only half the damage, isn't knocked prone, and is pushed 5 feet out of the bulette's space into an unoccupied space of the creature's choice. If no unoccupied space is within range, the creature instead falls prone in the bulette's space.",1,action
275,58,Bite,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. 2 (1d4) bludgeoning damage.",0,action
276,59,Claws,"Melee Weapon Attack: +0 to hit, reach 5 ft., one target. 1 slashing damage.",0,action
277,60,Multiattack,The centaur makes two attacks: one with its pike and one with its hooves or two with its longbow.,0,action
278,60,Pike,"Melee Weapon Attack: +6 to hit, reach 10 ft., one target. 9 (1d10 + 4) piercing damage.",1,action
279,60,Hooves,"Melee Weapon Attack: +6 to hit, reach 5 ft., one target. 11 (2d6 + 4) bludgeoning damage.",2,action
280,60,Longbow,"Ranged Weapon Attack: +4 to hit, range 150/600 ft., one target. 6 (1d8 + 2) piercing damage.",3,action
281,61,Multiattack,The devil makes two attacks with its chains.,0,action
282,61,Chain,"Melee Weapon Attack: +8 to hit, reach 10 ft., one target. 11 (2d6 + 4) slashing damage. The target is grappled (escape DC 14) if the devil isn't already grappling a creature. Until this grapple ends, the target is restrained and takes 7 (2d6) piercing damage at the start of each of its turns.",1,action
283,61,Animate Chains (Recharges after a Short or Long Rest),"Up to four chains the devil can see within 60 feet of it magically sprout razor-edged barbs and animate under the devil's control, provided that the chains aren't being worn or carried.
Each animated chain is an object with AC 20, 20 hit points, resistance to piercing damage, and immunity to psychic and thunder damage. When the devil uses Multiattack on its turn, it can use each animated chain to make one additional chain attack. An animated chain can grapple one creature of its own but can't make attacks while grappling. An animated chain reverts to its inanimate state if reduced to 0 hit points or if the devil is incapacitated or dies.",2,action
284,61,Unnerving Mask,"When a creature the devil can see starts its turn within 30 feet of the devil, the devil can create the illusion that it looks like one of the creature's departed loved ones or bitter enemies. If the creature can see the devil, it must succeed on a DC 14 Wisdom saving throw or be frightened until the end of its turn.",0,reaction
285,62,Multiattack,"The chimera makes three attacks: one with its bite, one with its horns, and one with its claws. When its fire breath is available, it can use the breath in place of its bite or horns.",0,action
286,62,Bite,"Melee Weapon Attack: +7 to hit, reach 5 ft., one target. 11 (2d6 + 4) piercing damage.",1,action
287,62,Horns,"Melee Weapon Attack: +7 to hit, reach 5 ft., one target. 10 (1d12 + 4) bludgeoning damage.",2,action
288,62,Claws,"Melee Weapon Attack: +7 to hit, reach 5 ft., one target. 11 (2d6 + 4) slashing damage.",3,action
289,62,Fire Breath {@recharge 5},"The dragon head exhales fire in a 15-foot cone. Each creature in that area must make a DC 15 Dexterity saving throw, taking 31 (7d8) fire damage on a failed save, or half as much damage on a successful one.",4,action
290,63,Multiattack,"The chuul makes two pincer attacks. If the chuul is grappling a creature, the chuul can also use its tentacles once.",0,action
291,63,Pincer,"Melee Weapon Attack: +6 to hit, reach 10 ft., one target. 11 (2d6 + 4) bludgeoning damage. The target is grappled (escape DC 14) if it is a Large or smaller creature and the chuul doesn't have two other creatures grappled.",1,action
292,63,Tentacles,"One creature grappled by the chuul must succeed on a DC 13 Constitution saving throw or be poisoned for 1 minute. Until this poison ends, the target is paralyzed. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.",2,action
293,64,Multiattack,The golem makes two slam attacks.,0,action
294,64,Slam,"Melee Weapon Attack: +8 to hit, reach 5 ft., one target. 16 (2d10 + 5) bludgeoning damage. If the target is a creature, it must succeed on a DC 15 Constitution saving throw or have its hit point maximum reduced by an amount equal to the damage taken. The target dies if this attack reduces its hit point maximum to 0. The reduction lasts until removed by the  greater restoration spell or other magic.",1,action
295,64,Haste {@recharge 5},"Until the end of its next turn, the golem magically gains a +2 bonus to its AC, has advantage on Dexterity saving throws, and can use its slam attack as a bonus action.",2,action
296,65,Multiattack,The cloaker makes two attacks: one with its bite and one with its tail.,0,action
297,65,Bite,"Melee Weapon Attack: +6 to hit, reach 5 ft., one creature. 10 (2d6 + 3) piercing damage, and if the target is Large or smaller, the cloaker attaches to it. If the cloaker has advantage against the target, the cloaker attaches to the target's head, and the target is blinded and unable to breathe while the cloaker is attached. While attached, the cloaker can make this attack only against the target and has advantage on the attack roll. The cloaker can detach itself by spending 5 feet of its movement. A creature, including the target, can take its action to detach the cloaker by succeeding on a DC 16 Strength check.",1,action
298,65,Tail,"Melee Weapon Attack: +6 to hit, reach 10 ft., one creature. 7 (1d8 + 3) slashing damage.",2,action
299,65,Moan,"Each creature within 60 feet of the cloaker that can hear its moan and that isn't an aberration must succeed on a DC 13 Wisdom saving throw or become frightened until the end of the cloaker's next turn. If a creature's saving throw is successful, the creature is immune to the cloaker's moan for the next 24 hours.",3,action
300,65,Phantasms (Recharges after a Short or Long Rest),"The cloaker magically creates three illusory duplicates of itself if it isn't in bright light. The duplicates move with it and mimic its actions, shifting position so as to make it impossible to track which cloaker is the real one. If the cloaker is ever in an area of bright light, the duplicates disappear.
Whenever any creature targets the cloaker with an attack or a harmful spell while a duplicate remains, that creature rolls randomly to determine whether it targets the cloaker or one of the duplicates. A creature is unaffected by this magical effect if it can't see or if it relies on senses other than sight.
A duplicate has the cloaker's AC and uses its saving throws. If an attack hits a duplicate, or if a duplicate fails a saving throw against an effect that deals damage, the duplicate disappears.",4,action
301,66,Multiattack,The giant makes two morningstar attacks.,0,action
302,66,Morningstar,"Melee Weapon Attack: +12 to hit, reach 10 ft., one target. 21 (3d8 + 8) piercing damage.",1,action
303,66,Rock,"Ranged Weapon Attack: +12 to hit, range 60/240 ft., one target. 30 (4d10 + 8) bludgeoning damage.",2,action
304,67,Bite,"Melee Weapon Attack: +3 to hit, reach 5 ft., one creature. 3 (1d4 + 1) piercing damage, and the target must succeed on a DC 11 Constitution saving throw against being magically petrified. On a failed save, the creature begins to turn to stone and is restrained. It must repeat the saving throw at the end of its next turn. On a success, the effect ends. On a failure, the creature is petrified for 24 hours.",0,action
305,68,Club,"Melee Weapon Attack: +2 to hit, reach 5 ft., one target. 2 (1d4) bludgeoning damage.",0,action
306,69,Bite,"Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. 5 (1d6 + 2) piercing damage.",0,action
307,69,Constrict,"Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. 6 (1d8 + 2) bludgeoning damage, and the target is grappled (escape DC 14). Until this grapple ends, the creature is restrained, and the snake can't constrict another target.",1,action
308,70,Bite,"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. 7 (1d10 + 2) piercing damage.",0,action
309,70,Breath Weapons {@recharge 5},"The dragon uses one of the following breath weapons.
- Acid Breath: 
- Slowing Breath: ",1,action
310,71,Bite,"Melee Weapon Attack: +8 to hit, reach 5 ft., one creature. 8 (1d6 + 5) piercing damage, and the target must succeed on a DC 13 Constitution saving throw or be poisoned for 24 hours. Until this poison ends, the target is unconscious. Another creature can use an action to shake the target awake.",0,action
311,71,Constrict,"Melee Weapon Attack: +6 to hit, reach 10 ft., one Medium or smaller creature. 10 (2d6 + 3) bludgeoning damage, and the target is grappled (escape DC 15). Until this grapple ends, the target is restrained, and the couatl can't constrict another target.",1,action
312,71,Change Shape,"The couatl magically polymorphs into a humanoid or beast that has a challenge rating equal to or less than its own, or back into its true form. It reverts to its true form if it dies. Any equipment it is wearing or carrying is absorbed or borne by the new form (the couatl's choice).
In a new form, the couatl retains its game statistics and ability to speak, but its AC, movement modes, Strength, Dexterity, and other actions are replaced by those of the new form, and it gains any statistics and capabilities (except class features, legendary actions, and lair actions) that the new form has but that it lacks. If the new form has a bite attack, the couatl can use its bite in that form.",2,action
313,72,Claw,"Melee Weapon Attack: +0 to hit, reach 5 ft., one target. 1 bludgeoning damage.",0,action
314,73,Bite,"Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. 7 (1d10 + 2) piercing damage, and the target is grappled (escape DC 12). Until this grapple ends, the target is restrained, and the crocodile can't bite another target",0,action
315,74,Multiattack,The fanatic makes two melee attacks.,0,action
316,74,Dagger,"Melee or Ranged Weapon Attack: +4 to hit, reach 5 ft. or range 20/60 ft., one creature. 4 (1d4 + 2) piercing damage.",1,action
317,75,Scimitar,"Melee Weapon Attack: +3 to hit, reach 5 ft., one creature. 4 (1d6 + 1) slashing damage.",0,action
318,76,Crush,"Melee Weapon Attack: +5 to hit, reach 5 ft., one creature. 6 (1d6 + 3) bludgeoning damage, and the darkmantle attaches to the target. If the target is Medium or smaller and the darkmantle has advantage on the attack roll, it attaches by engulfing the target's head, and the target is also blinded and unable to breathe while the darkmantle is attached in this way.
While attached to the target, the darkmantle can attack no other creature except the target but has advantage on its attack rolls. The darkmantle's speed also becomes 0, it can't benefit from any bonus to its speed, and it moves with the target.
A creature can detach the darkmantle by making a successful DC 13 Strength check as an action. On its turn, the darkmantle can detach itself from the target by using 5 feet of movement.",0,action
319,76,Darkness Aura (1/Day),"A 15-foot radius of magical darkness extends out from the darkmantle, moves with it, and spreads around corners. The darkness lasts as long as the darkmantle maintains concentration, up to 10 minutes (as if concentrating on a spell). Darkvision can't penetrate this darkness, and no natural light can illuminate it. If any of the darkness overlaps with an area of light created by a spell of 2nd level or lower, the spell creating the light is dispelled.",1,action
320,77,Multiattack,The dog makes two bite attacks.,0,action
321,77,Bite,"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. 5 (1d6 + 2) piercing damage. If the target is a creature, it must succeed on a DC 12 Constitution saving throw against disease or become poisoned until the disease is cured. Every 24 hours that elapse, the creature must repeat the saving throw, reducing its hit point maximum by 5 (1d10) on a failure. This reduction lasts until the disease is cured. The creature dies if the disease reduces its hit point maximum to 0.",1,action
322,78,War Pick,"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. 6 (1d8 + 2) piercing damage.",0,action
323,78,Poisoned Dart,"Ranged Weapon Attack: +4 to hit, range 30/120 ft., one creature. 4 (1d4 + 2) piercing damage, and the target must succeed on a DC 12 Constitution saving throw or be poisoned for 1 minute. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success",1,action
324,79,Bite,"Melee Weapon Attack: +2 to hit, reach 5 ft., one target. 2 (1d4) piercing damage.",0,action
325,80,Multiattack,The deva makes two melee attacks.,0,action
326,80,Mace,"Melee Weapon Attack: +8 to hit, reach 5 ft., one target. 7 (1d6 + 4) bludgeoning damage plus 18 (4d8) radiant damage.",1,action
327,80,Healing Touch (3/Day),"The deva touches another creature. The target magically regains 20 (4d8 + 2) hit points and is freed from any curse, disease, poison, blindness, or deafness.",2,action
328,80,Change Shape,"The deva magically polymorphs into a humanoid or beast that has a challenge rating equal to or less than its own, or back into its true form. It reverts to its true form if it dies. Any equipment it is wearing or carrying is absorbed or borne by the new form (the deva's choice).
In a new form, the deva retains its game statistics and ability to speak, but its AC, movement modes, Strength, Dexterity, and special senses are replaced by those of the new form, and it gains any statistics and capabilities (except class features, legendary actions, and lair actions) that the new form has but that it lacks.",3,action
