id,creature_id,name,text,sort_order
241,171,Devil's Sight,Magical darkness doesn't impede the devil's darkvision.,0
242,171,Magic Resistance,The devil has advantage on saving throws against spells and other magical effects.,1
243,172,Death Burst,"When the mephit dies, it explodes in a burst of jagged ice. Each creature within 5 feet of it must make a DC 10 Dexterity saving throw, taking 4 (1d8) slashing damage on a failed save, or half as much damage on a successful one.",0
244,172,False Appearance,"While the mephit remains motionless, it is indistinguishable from an ordinary shard of ice.",1
245,173,Shapechanger,"The imp can use its action to polymorph into a beast form that resembles a rat (speed 20 ft.), a raven (20 ft., fly 60 ft.), or a spider (20 ft., climb 20 ft.), or back into its true form. Its statistics are the same in each form, except for the speed changes noted. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies.",0
246,173,Devil's Sight,Magical darkness doesn't impede the imp's darkvision.,1
247,173,Magic Resistance,The imp has advantage on saving throws against spells and other magical effects.,2
248,174,Invisibility,The stalker is invisible.,0
249,174,Faultless Tracker,The stalker is given a quarry by its summoner. The stalker knows the direction and distance to its quarry as long as the two of them are on the same plane of existence. The stalker also knows the location of its summoner.,1
250,175,Fire Absorption,"Whenever the golem is subjected to fire damage, it takes no damage and instead regains a number of hit points equal to the fire damage dealt.",0
251,175,Immutable Form,The golem is immune to any spell or effect that would alter its form.,1
252,175,Magic Resistance,The golem has advantage on saving throws against spells and other magical effects.,2
253,175,Magic Weapons,The golem's weapon attacks are magical.,3
254,176,Keen Hearing and Smell,The jackal has advantage on Wisdom (Perception) checks that rely on hearing or smell.,0
255,176,Pack Tactics,The jackal has advantage on an attack roll against a creature if at least one of the jackal's allies is within 5 feet of the creature and the ally isn't incapacitated.,1
256,177,Echolocation,The whale can't use its blindsight while deafened.,0
257,177,Hold Breath,The whale can hold its breath for 30 minutes.,1
258,177,Keen Hearing,The whale has advantage on Wisdom (Perception) checks that rely on hearing.,2
259,178,Brave,The knight has advantage on saving throws against being frightened.,0
260,179,Sunlight Sensitivity,"While in sunlight, the kobold has disadvantage on attack rolls, as well as on Wisdom (Perception) checks that rely on sight.",0
261,179,Pack Tactics,The kobold has advantage on an attack roll against a creature if at least one of the kobold's allies is within 5 feet of the creature and the ally isn't incapacitated.,1
262,180,Amphibious,The kraken can breathe air and water.,0
263,180,Freedom of Movement,"The kraken ignores 3, and magical effects can't reduce its speed or cause it to be restrained. It can spend 5 feet of movement to escape from nonmagical restraints or being grappled.",1
264,180,Siege Monster,The kraken deals double damage to objects and structures.,2
265,182,Devil's Sight,Magical darkness doesn't impede the lemure's darkvision.,0
266,182,Hellish Rejuvenation,A lemure that dies in the Nine Hells comes back to life with all its hit points in 1d10 days unless it is killed by a good-aligned creature with a bless spell cast on that creature or its remains are sprinkled with holy water.,1
267,183,Legendary Resistance (3/Day),"If the lich fails a saving throw, it can choose to succeed instead.",0
268,183,Rejuvenation,"If it has a phylactery, a destroyed lich gains a new body in 1d10 days, regaining all its hit points and becoming active again. The new body appears within 5 feet of the phylactery.",1
269,183,Turn Resistance,The lich has advantage on saving throws against any effect that turns undead.,2
270,184,Keen Smell,The lion has advantage on Wisdom (Perception) checks that rely on smell.,0
271,184,Pack Tactics,The lion has advantage on an attack roll against a creature if at least one of the lion's allies is within 5 feet of the creature and the ally isn't incapacitated.,1
272,184,Pounce,"If the lion moves at least 20 feet straight toward a creature and then hits it with a claw attack on the same turn, that target must succeed on a DC 13 Strength saving throw or be knocked prone. If the target is prone, the lion can make one bite attack against it as a bonus action.",2
273,184,Running Leap,"With a 10-foot running start, the lion can long jump up to 25 feet.",3
274,186,Hold Breath,The lizardfolk can hold its breath for 15 minutes.,0
275,188,Death Burst,"When the mephit dies, it explodes in a burst of lava. Each creature within 5 feet of it must make a DC 11 Dexterity saving throw, taking 7 (2d6) fire damage on a failed save, or half as much damage on a successful one.",0
276,188,False Appearance,"While the mephit remains motionless, it is indistinguishable from an ordinary mound of magma.",1
277,189,Death Burst,"When the magmin dies, it explodes in a burst of fire and magma. Each creature within 10 feet of it must make a DC 11 Dexterity saving throw, taking 7 (2d6) fire damage on a failed save, or half as much damage on a successful one. Flammable objects that aren't being worn or carried in that area are ignited.",0
278,189,Ignited Illumination,"As a bonus action, the magmin can set itself ablaze or extinguish its flames. While ablaze, the magmin sheds bright light in a 10-foot radius and dim light for an additional 10 feet.",1
279,190,Trampling Charge,"If the mammoth moves at least 20 feet straight toward a creature and then hits it with a gore attack on the same turn, that target must succeed on a DC 18 Strength saving throw or be knocked prone. If the target is prone, the mammoth can make one stomp attack against it as a bonus action.",0
280,191,Tail Spike Regrowth,The manticore has twenty-four tail spikes. Used spikes regrow when the manticore finishes a long rest.,0
281,192,Magic Resistance,The marilith has advantage on saving throws against spells and other magical effects.,0
282,192,Magic Weapons,The marilith's weapon attacks are magical.,1
283,192,Reactive,The marilith can take one reaction on every turn in combat.,2
284,193,Keen Hearing and Smell,The mastiff has advantage on Wisdom (Perception) checks that rely on hearing or smell.,0
285,194,Petrifying Gaze,"When a creature that can see the medusa's eyes starts its turn within 30 feet of the medusa, the medusa can force it to make a DC 14 Constitution saving throw if the medusa isn't incapacitated and can see the creature. If the saving throw fails by 5 or more, the creature is instantly petrified. Otherwise, a creature that fails the save begins to turn to stone and is restrained. The restrained creature must repeat the saving throw at the end of its next turn, becoming petrified on a failure or ending the effect on a success. The petrification lasts until the creature is freed by the  greater restoration spell or other magic.
Unless surprised, a creature can avert its eyes to avoid the saving throw at the start of its turn. If the creature does so, it can't see the medusa until the start of its next turn, when it can avert its eyes again. If the creature looks at the medusa in the meantime, it must immediately make the save.
If the medusa sees itself reflected on a polished surface within 30 feet of it and in an area of bright light, the medusa is, due to its curse, affected by its own gaze.",0
286,195,Amphibious,The merfolk can breathe air and water.,0
287,196,Amphibious,The merrow can breathe air and water.,0
288,197,Shapechanger,"The mimic can use its action to polymorph into an object or back into its true, amorphous form. Its statistics are the same in each form. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies.",0
289,197,Adhesive (Object Form Only),The mimic adheres to anything that touches it. A Huge or smaller creature adhered to the mimic is also grappled by it (escape DC 13). Ability checks made to escape this grapple have disadvantage.,1
290,197,False Appearance (Object Form Only),"While the mimic remains motionless, it is indistinguishable from an ordinary object.",2
291,197,Grappler,The mimic has advantage on attack rolls against any creature grappled by it.,3
292,198,Charge,"If the minotaur moves at least 10 feet straight toward a target and then hits it with a gore attack on the same turn, the target takes an extra 9 (2d8) piercing damage. If the target is a creature, it must succeed on a DC 14 Strength saving throw or be pushed up to 10 feet away and knocked prone.",0
293,198,Labyrinthine Recall,The minotaur can perfectly recall any path it has traveled.,1
294,198,Reckless,"At the start of its turn, the minotaur can gain advantage on all melee weapon attack rolls it makes during that turn, but attack rolls against it have advantage until the start of its next turn.",2
295,199,Charge,"If the skeleton moves at least 10 feet straight toward a target and then hits it with a gore attack on the same turn, the target takes an extra 9 (2d8) piercing damage. If the target is a creature, it must succeed on a DC 14 Strength saving throw or be pushed up to 10 feet away and knocked prone.",0
296,200,Beast of Burden,The mule is considered to be a Large animal for the purpose of determining its carrying capacity.,0
297,200,Sure-Footed,The mule has advantage on Strength and Dexterity saving throws made against effects that would knock it prone.,1
298,202,Magic Resistance,The mummy lord has advantage on saving throws against spells and other magical effects.,0
299,202,Rejuvenation,"A destroyed mummy lord gains a new body in 24 hours if its heart is intact, regaining all its hit points and becoming active again. The new body appears within 5 feet of the mummy lord's heart.",1
300,203,Magic Resistance,The nalfeshnee has advantage on saving throws against spells and other magical effects.,0
301,204,Magic Resistance,The hag has advantage on saving throws against spells and other magical effects.,0
302,204,Night Hag Items,"A night hag carries two very rare magic items that she must craft for herself. If either object is lost, the night hag will go to great lengths to retrieve it, as creating a new tool takes time and effort.
Heartstone:
This lustrous black gem allows a night hag to become ethereal while it is in her possession. The touch of a MM also cures any disease. Crafting a heartstone takes 30 days.
Soul Bag:
When an evil humanoid dies as a result of a night hag's Nightmare Haunting, the hag catches the soul in this black sack made of stitched flesh. A MM can hold only one evil soul at a time, and only the night hag who crafted the bag can catch a soul with it. Crafting a soul bag takes 7 days and a humanoid sacrifice (whose flesh is used to make the bag).",1
303,205,Confer Fire Resistance,The nightmare can grant resistance to fire damage to anyone riding it.,0
304,205,Illumination,The nightmare sheds bright light in a 10-foot radius and dim light for an additional 10 feet.,1
305,207,Amorphous,The jelly can move through a space as narrow as 1 inch wide without squeezing.,0
306,207,Spider Climb,"The jelly can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check.",1
307,208,Hold Breath,"While out of water, the octopus can hold its breath for 30 minutes.",0
308,208,Underwater Camouflage,The octopus has advantage on Dexterity (Stealth) checks made while underwater.,1
309,208,Water Breathing,The octopus can breathe only underwater.,2
310,210,Undead Fortitude,"If damage reduces the zombie to 0 hit points, it must make a Constitution saving throw with a DC of 5 + the damage taken, unless the damage is radiant or from a critical hit. On a success, the zombie drops to 1 hit point instead.",0
311,211,Magic Weapons,The oni's weapon attacks are magical.,0
312,211,Regeneration,The oni regains 10 hit points at the start of its turn if it has at least 1 hit point.,1
313,212,Aggressive,"As a bonus action, the orc can move up to its speed toward a hostile creature that it can see.",0
314,213,Limited Telepathy,The otyugh can magically transmit simple messages and images to any creature within 120 feet of it that can understand a language. This form of telepathy doesn't allow the receiving creature to telepathically respond.,0
315,214,Flyby,The owl doesn't provoke opportunity attacks when it flies out of an enemy's reach.,0
316,214,Keen Hearing and Sight,The owl has advantage on Wisdom (Perception) checks that rely on hearing or sight.,1
317,215,Keen Sight and Smell,The owlbear has advantage on Wisdom (Perception) checks that rely on sight or smell.,0
318,216,Keen Smell,The panther has advantage on Wisdom (Perception) checks that rely on smell.,0
319,216,Pounce,"If the panther moves at least 20 feet straight toward a creature and then hits it with a claw attack on the same turn, that target must succeed on a DC 12 Strength saving throw or be knocked prone. If the target is prone, the panther can make one bite attack against it as a bonus action.",1
320,218,Ethereal Jaunt,"As a bonus action, the spider can magically shift from the Material Plane to the Ethereal Plane, or vice versa.",0
321,218,Spider Climb,"The spider can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check.",1
322,218,Web Walker,The spider ignores movement restrictions caused by webbing.,2
323,219,Fear Aura,"Any creature hostile to the pit fiend that starts its turn within 20 feet of the pit fiend must make a DC 21 Wisdom saving throw, unless the pit fiend is incapacitated. On a failed save, the creature is frightened until the start of its next turn. If a creature's saving throw is successful, the creature is immune to the pit fiend's Fear Aura for the next 24 hours.",0
324,219,Magic Resistance,The pit fiend has advantage on saving throws against spells and other magical effects.,1
325,219,Magic Weapons,The pit fiend's weapon attacks are magical.,2
326,220,Angelic Weapons,"The planetar's weapon attacks are magical. When the planetar hits with any weapon, the weapon deals an extra 5d8 radiant damage (included in the attack).",0
327,220,Divine Awareness,The planetar knows if it hears a lie.,1
328,220,Magic Resistance,The planetar has advantage on saving throws against spells and other magical effects.,2
329,221,Hold Breath,The plesiosaurus can hold its breath for 1 hour.,0
330,223,Keen Smell,The bear has advantage on Wisdom (Perception) checks that rely on smell.,0
331,225,Divine Eminence,"As a bonus action, the priest can expend a spell slot to cause its melee weapon attacks to magically deal an extra 10 (3d6) radiant damage to a target on a hit. This benefit lasts until the end of the turn. If the priest expends a spell slot of 2nd level or higher, the extra damage increases by 1d6 for each level above 1st.",0
332,226,Keen Senses,"The pseudodragon has advantage on Wisdom (Perception) checks that rely on sight, hearing, or smell.",0
333,226,Magic Resistance,The pseudodragon has advantage on saving throws against spells and other magical effects.,1
334,226,Limited Telepathy,"The pseudodragon can magically communicate simple ideas, emotions, and images telepathically with any creature within 100 feet of it that can understand a language.",2
335,227,Tunneler,The worm can burrow through solid rock at half its burrow speed and leaves a 10-foot-diameter tunnel in its wake.,0
336,228,Shapechanger,"The quasit can use its action to polymorph into a beast form that resembles a bat (speed 10 ft. fly 40 ft.), a centipede (40 ft., climb 40 ft.), or a toad (40 ft., swim 40 ft.), or back into its true form. Its statistics are the same in each form, except for the speed changes noted. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies.",0
337,228,Magic Resistance,The quasit has advantage on saving throws against spells and other magical effects.,1
338,229,Blood Frenzy,The quipper has advantage on melee attack rolls against any creature that doesn't have all its hit points.,0
339,229,Water Breathing,The quipper can breathe only underwater.,1
340,230,Limited Magic Immunity,The rakshasa can't be affected or detected by spells of 6th level or lower unless it wishes to be. It has advantage on saving throws against all other spells and magical effects.,0
341,231,Keen Smell,The rat has advantage on Wisdom (Perception) checks that rely on smell.,0
342,232,Mimicry,"The raven can mimic simple sounds it has heard, such as a person whispering, a baby crying, or an animal chittering. A creature that hears the sounds can tell they are imitations with a successful DC 10 Wisdom (Insight) check.",0
343,234,Pack Tactics,The shark has advantage on an attack roll against a creature if at least one of the shark's allies is within 5 feet of the creature and the ally isn't incapacitated.,0
344,234,Water Breathing,The shark can breathe only underwater.,1
345,235,Heated Body,A creature that touches the remorhaz or hits it with a melee attack while within 5 feet of it takes 10 (3d6) fire damage.,0
346,236,Charge,"If the rhinoceros moves at least 20 feet straight toward a target and then hits it with a gore attack on the same turn, the target takes an extra 9 (2d8) bludgeoning damage. If the target is a creature, it must succeed on a DC 15 Strength saving throw or be knocked prone.",0
347,238,Keen Sight,The roc has advantage on Wisdom (Perception) checks that rely on sight.,0
348,239,False Appearance,"While the roper remains motionless, it is indistinguishable from a normal cave formation, such as a stalagmite.",0
349,239,Grasping Tendrils,"The roper can have up to six tendrils at a time. Each tendril can be attacked (AC 20; 10 hit points; immunity to poison and psychic damage). Destroying a tendril deals no damage to the roper, which can extrude a replacement tendril on its next turn. A tendril can also be broken if a creature takes an action and succeeds on a DC 15 Strength check against it.",1
350,239,Spider Climb,"The roper can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check.",2
351,240,Antimagic Susceptibility,"The rug is incapacitated while in the area of an antimagic field. If targeted by dispel magic, the rug must succeed on a Constitution saving throw against the caster's spell save DC or fall unconscious for 1 minute.",0
352,240,Damage Transfer,"While it is grappling a creature, the rug takes only half the damage dealt to it, and the creature grappled by the rug takes the other half.",1
353,240,False Appearance,"While the rug remains motionless, it is indistinguishable from a normal rug.",2
354,241,Iron Scent,"The rust monster can pinpoint, by scent, the location of ferrous metal within 30 feet of it.",0
355,241,Rust Metal,"Any nonmagical weapon made of metal that hits the rust monster corrodes. After dealing damage, the weapon takes a permanent and cumulative −1 penalty to damage rolls. If its penalty drops to −5, the weapon is destroyed. Non magical ammunition made of metal that hits the rust monster is destroyed after dealing damage.",1
356,242,Keen Smell,The tiger has advantage on Wisdom (Perception) checks that rely on smell.,0
357,242,Pounce,"If the tiger moves at least 20 feet straight toward a creature and then hits it with a claw attack on the same turn, that target must succeed on a DC 14 Strength saving throw or be knocked prone. If the target is prone, the tiger can make one bite attack against it as a bonus action.",1
358,243,Blood Frenzy,The sahuagin has advantage on melee attack rolls against any creature that doesn't have all its hit points.,0
359,243,Limited Amphibiousness,"The sahuagin can breathe air and water, but it needs to be submerged at least once every 4 hours to avoid suffocating.",1
360,243,Shark Telepathy,"The sahuagin can magically command any shark within 120 feet of it, using a limited telepathy.",2
361,244,Heated Body,A creature that touches the salamander or hits it with a melee attack while within 5 feet of it takes 7 (2d6) fire damage.,0
362,244,Heated Weapons,Any metal melee weapon the salamander wields deals an extra 3 (1d6) fire damage on a hit (included in the attack).,1
363,245,Magic Resistance,The satyr has advantage on saving throws against spells and other magical effects.,0
364,247,Keen Hearing and Sight,The scout has advantage on Wisdom (Perception) checks that rely on hearing or sight.,0
365,248,Amphibious,The hag can breathe air and water.,0
366,248,Horrific Appearance,"Any humanoid that starts its turn within 30 feet of the hag and can see the hag's true form must make a DC 11 Wisdom saving throw. On a failed save, the creature is frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, with disadvantage if the hag is within line of sight, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the hag's Horrific Appearance for the next 24 hours.
Unless the target is surprised or the revelation of the hag's true form is sudden, the target can avert its eyes and avoid making the initial saving throw. Until the start of its next turn, a creature that averts its eyes has disadvantage on attack rolls against the hag.",1
367,249,Water Breathing,The sea horse can breathe only underwater.,0
368,250,Amorphous,The shadow can move through a space as narrow as 1 inch wide without squeezing.,0
369,250,Shadow Stealth,"While in dim light or darkness, the shadow can take the Hide action as a bonus action. Its stealth bonus is also improved to +6.",1
370,250,Sunlight Weakness,"While in sunlight, the shadow has disadvantage on attack rolls, ability checks, and saving throws.",2
371,251,Lightning Absorption,"Whenever the shambling mound is subjected to lightning damage, it takes no damage and regains a number of hit points equal to the lightning damage dealt.",0
372,252,Bound,"The shield guardian is magically bound to an amulet. As long as the guardian and its amulet are on the same plane of existence, the amulet's wearer can telepathically call the guardian to travel to it, and the guardian knows the distance and direction to the amulet. If the guardian is within 60 feet of the amulet's wearer, half of any damage the wearer takes (rounded up) is transferred to the guardian.",0
373,252,Regeneration,The shield guardian regains 10 hit points at the start of its turn if it has at least 1 hit point.,1
374,252,Spell Storing,"A spellcaster who wears the shield guardian's amulet can cause the guardian to store one spell of 4th level or lower. To do so, the wearer must cast the spell on the guardian. The spell has no effect but is stored within the guardian. When commanded to do so by the wearer or when a situation arises that was predefined by the spellcaster, the guardian casts the stored spell with any parameters set by the original caster, requiring no components. When the spell is cast or a new spell is stored, any previously stored spell is lost.",2
375,253,False Appearance,"While the shrieker remains motionless, it is indistinguishable from an ordinary fungus.",0
376,256,Angelic Weapons,"The solar's weapon attacks are magical. When the solar hits with any weapon, the weapon deals an extra 6d8 radiant damage (included in the attack).",0
377,256,Divine Awareness,The solar knows if it hears a lie.,1
378,256,Magic Resistance,The solar has advantage on saving throws against spells and other magical effects.,2
379,257,Incorporeal Movement,The specter can move through other creatures and objects as if they were 3. It takes 5 (1d10) force damage if it ends its turn inside an object.,0
380,257,Sunlight Sensitivity,"While in sunlight, the specter has disadvantage on attack rolls, as well as on Wisdom (Perception) checks that rely on sight.",1
381,258,Spider Climb,"The spider can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check.",0
382,258,Web Sense,"While in contact with a web, the spider knows the exact location of any other creature in contact with the same web.",1
383,258,Web Walker,The spider ignores movement restrictions caused by webbing.,2
384,259,Rejuvenation,"If it dies, the naga returns to life in 1d6 days and regains all its hit points. Only a wish spell can prevent this trait from functioning.",0
385,261,Cunning Action,"On each of its turns, the spy can use a bonus action to take the Dash, Disengage, or Hide action.",0
386,261,Sneak Attack (1/Turn),"The spy deals an extra 7 (2d6) damage when it hits a target with a weapon attack and has advantage on the attack roll, or when the target is within 5 feet of an ally of the spy that isn't incapacitated and the spy doesn't have disadvantage on the attack roll.",1
387,262,Death Burst,"When the mephit dies, it explodes in a cloud of steam. Each creature within 5 feet of the mephit must succeed on a DC 10 Dexterity saving throw or take 4 (1d8) fire damage.",0
388,264,Stone Camouflage,The giant has advantage on Dexterity (Stealth) checks made to hide in rocky terrain.,0
389,265,Immutable Form,The golem is immune to any spell or effect that would alter its form.,0
390,265,Magic Resistance,The golem has advantage on saving throws against spells and other magical effects.,1
391,265,Magic Weapons,The golem's weapon attacks are magical.,2
392,266,Amphibious,The giant can breathe air and water.,0
393,267,Echolocation,The swarm can't use its blindsight while deafened.,0
394,267,Keen Hearing,The swarm has advantage on Wisdom (Perception) checks that rely on hearing.,1
395,267,Swarm,"The swarm can occupy another creature's space and vice versa, and the swarm can move through any opening large enough for a Tiny bat. The swarm can't regain hit points or gain temporary hit points.",2
396,268,Swarm,"The swarm can occupy another creature's space and vice versa, and the swarm can move through any opening large enough for a Tiny insect. The swarm can't regain hit points or gain temporary hit points.",0
397,269,Swarm,"The swarm can occupy another creature's space and vice versa, and the swarm can move through any opening large enough for a Tiny insect. The swarm can't regain hit points or gain temporary hit points.",0
398,270,Swarm,"The swarm can occupy another creature's space and vice versa, and the swarm can move through any opening large enough for a Tiny insect. The swarm can't regain hit points or gain temporary hit points.",0
399,271,Swarm,"The swarm can occupy another creature's space and vice versa, and the swarm can move through any opening large enough for a Tiny snake. The swarm can't regain hit points or gain temporary hit points.",0
400,272,Blood Frenzy,The swarm has advantage on melee attack rolls against any creature that doesn't have all its hit points.,0
401,272,Swarm,"The swarm can occupy another creature's space and vice versa, and the swarm can move through any opening large enough for a Tiny quipper. The swarm can't regain hit points or gain temporary hit points.",1
402,272,Water Breathing,The swarm can breathe only underwater.,2
403,273,Keen Smell,The swarm has advantage on Wisdom (Perception) checks that rely on smell.,0
404,273,Swarm,"The swarm can occupy another creature's space and vice versa, and the swarm can move through any opening large enough for a Tiny rat. The swarm can't regain hit points or gain temporary hit points.",1
405,274,Swarm,"The swarm can occupy another creature's space and vice versa, and the swarm can move through any opening large enough for a Tiny raven. The swarm can't regain hit points or gain temporary hit points.",0
406,275,Swarm,"The swarm can occupy another creature's space and vice versa, and the swarm can move through any opening large enough for a Tiny insect. The swarm can't regain hit points or gain temporary hit points.",0
407,275,Spider Climb,"The swarm can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check.",1
408,275,Web Sense,"While in contact with a web, the swarm knows the exact location of any other creature in contact with the same web.",2
409,275,Web Walker,The swarm ignores movement restrictions caused by webbing.,3
410,276,Swarm,"The swarm can occupy another creature's space and vice versa, and the swarm can move through any opening large enough for a Tiny insect. The swarm can't regain hit points or gain temporary hit points.",0
411,277,Legendary Resistance (3/Day),"If the tarrasque fails a saving throw, it can choose to succeed instead.",0
412,277,Magic Resistance,The tarrasque has advantage on saving throws against spells and other magical effects.,1
413,277,Reflective Carapace,"Any time the tarrasque is targeted by a magic missile spell, a line spell, or a spell that requires a ranged attack roll, roll a d6. On a 1 to 5, the tarrasque is unaffected. On a 6, the tarrasque is unaffected, and the effect is reflected back at the caster as though it originated from the tarrasque, turning the caster into the target.",2
414,277,Siege Monster,The tarrasque deals double damage to objects and structures.,3
415,278,Pack Tactics,The thug has advantage on an attack roll against a creature if at least one of the thug's allies is within 5 feet of the creature and the ally isn't incapacitated.,0
416,279,Keen Smell,The tiger has advantage on Wisdom (Perception) checks that rely on smell.,0
417,279,Pounce,"If the tiger moves at least 20 feet straight toward a creature and then hits it with a claw attack on the same turn, that target must succeed on a DC 13 Strength saving throw or be knocked prone. If the target is prone, the tiger can make one bite attack against it as a bonus action.",1
418,280,False Appearance,"While the treant remains motionless, it is indistinguishable from a normal tree.",0
419,280,Siege Monster,The treant deals double damage to objects and structures.,1
420,281,Pack Tactics,The warrior has advantage on an attack roll against a creature if at least one of the warrior's allies is within 5 feet of the creature and the ally isn't incapacitated.,0
421,282,Trampling Charge,"If the triceratops moves at least 20 feet straight toward a creature and then hits it with a gore attack on the same turn, that target must succeed on a DC 13 Strength saving throw or be knocked prone. If the target is prone, the triceratops can make one stomp attack against it as a bonus action.",0
422,283,Keen Smell,The troll has advantage on Wisdom (Perception) checks that rely on smell.,0
423,283,Regeneration,"The troll regains 10 hit points at the start of its turn. If the troll takes acid or fire damage, this trait doesn't function at the start of the troll's next turn. The troll dies only if it starts its turn with 0 hit points and doesn't regenerate.",1
424,285,Charge,"If the unicorn moves at least 20 feet straight toward a target and then hits it with a horn attack on the same turn, the target takes an extra 9 (2d8) piercing damage. If the target is a creature, it must succeed on a DC 15 Strength saving throw or be knocked prone.",0
425,285,Magic Resistance,The unicorn has advantage on saving throws against spells and other magical effects.,1
426,285,Magic Weapons,The unicorn's weapon attacks are magical.,2
427,286,Regeneration,"The vampire regains 10 hit points at the start of its turn if it has at least 1 hit point and isn't in sunlight or running water. If the vampire takes radiant damage or damage from holy water, this trait doesn't function at the start of the vampire's next turn.",0
428,286,Spider Climb,"The vampire can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check.",1
429,286,Vampire Weaknesses,"The vampire has the following flaws:
- Forbiddance: 
- Harmed by Running Water: 
- Stake to the Heart: 
- Sunlight Hypersensitivity: ",2
430,288,False Appearance,"While the violet fungus remains motionless, it is indistinguishable from an ordinary fungus.",0
431,289,Magic Resistance,The vrock has advantage on saving throws against spells and other magical effects.,0
432,290,Keen Sight and Smell,The vulture has advantage on Wisdom (Perception) checks that rely on sight or smell.,0
433,290,Pack Tactics,The vulture has advantage on an attack roll against a creature if at least one of the vulture's allies is within 5 feet of the creature and the ally isn't incapacitated.,1
434,291,Trampling Charge,"If the horse moves at least 20 feet straight toward a creature and then hits it with a hooves attack on the same turn, that target must succeed on a DC 14 Strength saving throw or be knocked prone. If the target is prone, the horse can make another attack with its hooves against it as a bonus action.",0
435,293,Water Form,The elemental can enter a hostile creature's space and stop there. It can move through a space as narrow as 1 inch wide without squeezing.,0
436,293,Freeze,"If the elemental takes cold damage, it partially freezes; its speed is reduced by 20 feet until the end of its next turn.",1
437,294,Keen Hearing and Smell,The weasel has advantage on Wisdom (Perception) checks that rely on hearing or smell.,0
438,296,Sunlight Sensitivity,"While in sunlight, the wight has disadvantage on attack rolls, as well as on Wisdom (Perception) checks that rely on sight.",0
439,297,Consume Life,"As a bonus action, the will-o'-wisp can target one creature it can see within 5 feet of it that has 0 hit points and is still alive. The target must succeed on a DC 10 Constitution saving throw against this magic or die. If the target dies, the will-o'-wisp regains 10 (3d6) hit points.",0
440,297,Ephemeral,The will-o'-wisp can't wear or carry anything.,1
441,297,Incorporeal Movement,The will-o'-wisp can move through other creatures and objects as if they were 3. It takes 5 (1d10) force damage if it ends its turn inside an object.,2
442,297,Variable Illumination,The will-o'-wisp sheds bright light in a 5 to 20-foot radius and dim light for an additional number of ft. equal to the chosen radius. The will-o'-wisp can alter the radius as a bonus action.,3
443,298,Keen Hearing and Smell,The wolf has advantage on Wisdom (Perception) checks that rely on hearing or smell.,0
444,298,Pack Tactics,The wolf has advantage on an attack roll against a creature if at least one of the wolf's allies is within 5 feet of the creature and the ally isn't incapacitated.,1
445,298,Snow Camouflage,The wolf has advantage on Dexterity (Stealth) checks made to hide in snowy terrain.,2
446,299,Keen Hearing and Smell,The wolf has advantage on Wisdom (Perception) checks that rely on hearing or smell.,0
447,299,Pack Tactics,The wolf has advantage on an attack roll against a creature if at least one of the wolf's allies is within 5 feet of the creature and the ally isn't incapacitated.,1
448,300,Keen Hearing and Smell,The worg has advantage on Wisdom (Perception) checks that rely on hearing or smell.,0
449,301,Incorporeal Movement,The wraith can move through other creatures and objects as if they were 3. It takes 5 (1d10) force damage if it ends its turn inside an object.,0
450,301,Sunlight Sensitivity,"While in sunlight, the wraith has disadvantage on attack rolls, as well as on Wisdom (Perception) checks that rely on sight.",1
451,303,Earth Glide,"The xorn can burrow through nonmagical, unworked earth and stone. While doing so, the xorn doesn't disturb the material it moves through.",0
452,303,Stone Camouflage,The xorn has advantage on Dexterity (Stealth) checks made to hide in rocky terrain.,1
453,303,Treasure Sense,"The xorn can pinpoint, by scent, the location of precious metals and stones, such as coins and gems, within 60 feet of it.",2
454,304,Amphibious,The dragon can breathe air and water.,0
455,307,Amphibious,The dragon can breathe air and water.,0
456,309,Amphibious,The dragon can breathe air and water.,0
457,310,Amphibious,The dragon can breathe air and water.,0
458,313,Ice Walk,"The dragon can move across and climb icy surfaces without needing to make an ability check. Additionally, 3 composed of ice or snow doesn't cost it extra movement.",0
459,314,Undead Fortitude,"If damage reduces the zombie to 0 hit points, it must make a Constitution saving throw with a DC of 5 + the damage taken, unless the damage is radiant or from a critical hit. On a success, the zombie drops to 1 hit point instead.",0
